age,gender,education,industry,industry_experience,salary
63,Female,masters degree,technology,21,143628.3024
63,Female,masters degree,technology,25,137737.248
61,Female,masters degree,technology,22,112778.8992
63,Female,masters degree,technology,34,108816.312
64,Female,masters degree,technology,30,130537.07040000001
63,Female,masters degree,technology,20,107263.09439999999
66,Female,masters degree,technology,34,136666.1472
65,Female,masters degree,technology,27,134261.6352
67,Female,masters degree,technology,23,151793.92799999999
64,Female,masters degree,technology,33,112260.3504
63,Female,masters degree,technology,23,109951.776
65,Female,masters degree,technology,21,120940.88160000001
65,Female,masters degree,technology,24,105367.41599999998
62,Female,masters degree,technology,31,100929.9984
61,Female,masters degree,technology,22,149277.6912
66,Female,masters degree,technology,25,128334.14880000001
64,Female,masters degree,technology,21,140591.088
67,Female,masters degree,technology,29,123880.94399999999
62,Female,masters degree,technology,30,150302.64479999998
62,Female,masters degree,technology,32,101791.00799999999
61,Female,masters degree,technology,35,143995.0512
62,Female,masters degree,technology,25,151446.6096
66,Female,masters degree,technology,35,111513.49439999998
61,Female,masters degree,technology,28,145769.28960000002
61,Female,masters degree,technology,32,98405.2608
63,Female,masters degree,technology,32,120357.96960000001
65,Female,masters degree,technology,30,146825.81759999998
63,Female,masters degree,technology,21,100625.184
63,Female,masters degree,technology,22,106617.0336
67,Female,masters degree,technology,20,99150.9024
67,Female,masters degree,technology,21,112130.4096
67,Female,masters degree,technology,32,109768.4016
66,Female,masters degree,technology,28,106064.4816
65,Female,masters degree,technology,30,126664.3488
62,Female,masters degree,technology,22,133462.56
62,Female,masters degree,technology,20,113581.6176
66,Female,masters degree,technology,33,100855.92
66,Female,masters degree,technology,22,99709.5264
66,Female,masters degree,technology,25,108433.776
62,Female,masters degree,technology,25,132731.49120000002
66,Female,masters degree,technology,30,148681.4208
61,Female,masters degree,technology,29,99480.0048
64,Female,masters degree,technology,28,136067.448
65,Female,masters degree,technology,29,150494.52
62,Female,masters degree,technology,20,122791.6272
62,Female,masters degree,technology,24,104533.12319999999
65,Female,masters degree,technology,31,127009.2384
61,Female,masters degree,technology,28,111789.1632
63,Female,masters degree,technology,25,113177.2224
62,Female,masters degree,technology,23,127000.7376
62,Female,masters degree,technology,24,105362.5584
66,Female,masters degree,technology,29,127748.80799999999
64,Female,masters degree,technology,21,104065.5792
64,Female,masters degree,technology,21,132775.2096
61,Female,masters degree,technology,29,146596.296
67,Female,masters degree,technology,21,99912.3312
66,Female,masters degree,technology,23,140836.3968
67,Female,masters degree,technology,32,104948.448
63,Female,masters degree,technology,21,115493.0832
65,Female,masters degree,technology,26,140928.6912
67,Female,masters degree,technology,32,151303.3104
66,Female,masters degree,technology,28,111807.3792
64,Female,masters degree,technology,25,123950.16479999998
65,Female,masters degree,technology,26,140554.656
67,Female,masters degree,technology,31,141948.7872
64,Female,masters degree,technology,27,113279.232
62,Female,masters degree,technology,32,102973.8336
66,Female,masters degree,technology,30,143187.4752
67,Female,masters degree,technology,30,110676.77279999999
67,Female,masters degree,technology,24,121114.5408
64,Female,masters degree,technology,28,139226.10239999997
67,Female,masters degree,technology,20,129652.98719999999
61,Female,masters degree,technology,30,114351.5472
62,Female,masters degree,technology,23,120134.52
64,Female,masters degree,technology,28,117466.48319999999
64,Female,masters degree,technology,32,103356.3696
62,Female,masters degree,technology,27,130090.1712
62,Female,masters degree,technology,26,136136.6688
66,Female,masters degree,technology,21,116463.3888
64,Female,masters degree,technology,34,150348.792
65,Female,masters degree,technology,33,141242.00639999998
64,Female,masters degree,technology,23,117549.06240000001
65,Female,masters degree,technology,26,102114.03839999999
66,Female,masters degree,technology,29,124816.032
63,Female,masters degree,technology,35,99902.616
62,Female,masters degree,technology,26,123298.032
67,Female,masters degree,technology,33,145289.60160000002
62,Female,masters degree,technology,30,116584.82879999999
61,Female,masters degree,technology,22,148895.1552
63,Female,masters degree,technology,32,150993.6384
61,Female,masters degree,technology,23,131166.1296
63,Female,masters degree,technology,24,114591.9984
66,Female,masters degree,technology,33,121742.38559999998
63,Female,masters degree,technology,23,145615.06079999998
61,Female,masters degree,technology,22,116425.74240000002
65,Female,masters degree,technology,28,123919.8048
64,Female,masters degree,technology,32,132964.656
63,Female,masters degree,technology,23,102330.2016
62,Female,masters degree,technology,31,119640.2592
67,Female,masters degree,technology,34,121204.40639999999
63,Female,masters degree,technology,20,109412.5824
61,Female,masters degree,technology,32,136069.8768
62,Female,masters degree,technology,29,117155.5968
63,Female,masters degree,technology,26,145477.83359999998
66,Female,masters degree,technology,21,119668.1904
65,Female,masters degree,technology,20,116524.1088
63,Female,masters degree,technology,29,142802.5104
62,Female,masters degree,technology,22,103765.6224
64,Female,masters degree,technology,32,151298.4528
67,Female,masters degree,technology,24,97500.5328
64,Female,masters degree,technology,35,117648.64319999998
63,Female,masters degree,technology,29,117800.44319999998
67,Female,masters degree,technology,33,140888.61599999998
61,Female,masters degree,technology,24,148442.18399999998
62,Female,masters degree,technology,27,117517.488
67,Female,masters degree,technology,33,119530.96319999998
64,Female,masters degree,technology,28,145055.2224
64,Female,masters degree,technology,25,126654.6336
67,Female,masters degree,technology,32,123713.3568
61,Female,masters degree,technology,26,130126.6032
63,Female,masters degree,technology,25,133862.0976
61,Female,masters degree,technology,32,127654.08479999998
63,Female,masters degree,technology,33,134064.9024
65,Female,masters degree,technology,28,104077.72319999998
64,Female,masters degree,technology,35,139732.5072
65,Female,masters degree,technology,31,131903.2704
61,Female,masters degree,technology,21,150093.76799999998
63,Female,masters degree,technology,25,145265.3136
61,Female,masters degree,technology,28,103951.42559999999
66,Female,masters degree,technology,25,109799.976
67,Female,masters degree,technology,27,98515.7712
64,Female,masters degree,technology,31,143763.1008
61,Female,masters degree,technology,23,123880.94399999999
66,Female,masters degree,technology,27,99209.19359999998
66,Female,masters degree,technology,29,124580.4384
62,Female,masters degree,technology,32,111158.8896
61,Female,masters degree,technology,21,147674.68319999997
64,Female,masters degree,technology,23,138748.84319999997
67,Female,masters degree,technology,30,126602.41439999998
62,Female,masters degree,technology,20,133796.52000000002
67,Female,masters degree,technology,29,135620.5488
61,Female,masters degree,technology,28,108697.3008
61,Female,masters degree,technology,21,146121.4656
61,Female,masters degree,technology,33,146177.32799999998
67,Female,masters degree,technology,24,144553.67519999997
61,Female,masters degree,technology,26,128210.28
34,Male,masters degree,healthcare,6,87179.81800000001
32,Male,masters degree,healthcare,12,84396.03700000001
34,Male,masters degree,healthcare,10,85536.96800000001
29,Male,masters degree,healthcare,5,90102.958
33,Male,masters degree,healthcare,8,92482.258
28,Male,masters degree,healthcare,8,83099.88500000001
32,Male,masters degree,healthcare,8,89365.375
32,Male,masters degree,healthcare,6,93738.755
34,Male,masters degree,healthcare,6,89670.15200000002
30,Male,masters degree,healthcare,6,88515.625
30,Male,masters degree,healthcare,11,88317.35
29,Male,masters degree,healthcare,9,81319.94200000001
32,Male,masters degree,healthcare,11,87651.14600000001
30,Male,masters degree,healthcare,6,92685.06500000002
32,Male,masters degree,healthcare,6,84689.48400000001
34,Male,masters degree,healthcare,5,82415.553
33,Male,masters degree,healthcare,12,88674.24500000001
32,Male,masters degree,healthcare,9,85802.09000000001
31,Male,masters degree,healthcare,8,74683.961
34,Male,masters degree,healthcare,10,81951.02300000002
33,Male,masters degree,healthcare,6,95422.39300000001
28,Male,masters degree,healthcare,7,76905.774
34,Male,masters degree,healthcare,11,86642.77600000001
32,Male,masters degree,healthcare,8,86083.07400000001
29,Male,masters degree,healthcare,10,73757.167
30,Male,masters degree,healthcare,12,82796.24100000001
31,Male,masters degree,healthcare,10,85765.834
31,Male,masters degree,healthcare,6,86937.35600000001
29,Male,masters degree,healthcare,9,99490.99600000001
32,Male,masters degree,healthcare,11,94549.98300000001
31,Male,masters degree,healthcare,6,74800.66000000002
31,Male,masters degree,healthcare,10,79878.766
30,Male,masters degree,healthcare,12,75294.64800000002
31,Male,masters degree,healthcare,11,90907.388
32,Male,masters degree,healthcare,11,81338.07
32,Male,masters degree,healthcare,10,89801.58000000002
31,Male,masters degree,healthcare,12,90291.03600000002
29,Male,masters degree,healthcare,10,78562.22
30,Male,masters degree,healthcare,8,98117.8
28,Male,masters degree,healthcare,7,83477.174
34,Male,masters degree,healthcare,10,81586.19700000001
31,Male,masters degree,healthcare,8,89216.95200000002
34,Male,masters degree,healthcare,7,83737.76400000001
28,Male,masters degree,healthcare,8,87359.96500000001
28,Male,masters degree,healthcare,6,79265.81300000001
32,Male,masters degree,healthcare,8,88298.089
34,Male,masters degree,healthcare,8,88448.778
28,Male,masters degree,healthcare,7,99285.92300000001
34,Male,masters degree,healthcare,12,87197.94600000001
32,Male,masters degree,healthcare,5,88867.98800000001
33,Male,masters degree,healthcare,8,84542.19400000002
31,Male,masters degree,healthcare,10,83102.15100000001
29,Male,masters degree,healthcare,6,88303.754
32,Male,masters degree,healthcare,5,74244.357
33,Male,masters degree,healthcare,10,75762.57700000002
28,Male,masters degree,healthcare,7,87409.81700000001
32,Male,masters degree,healthcare,11,79348.52200000001
30,Male,masters degree,healthcare,8,94769.78500000002
33,Male,masters degree,healthcare,5,94035.60100000001
31,Male,masters degree,healthcare,5,76749.42
29,Male,masters degree,healthcare,6,83832.936
28,Male,masters degree,healthcare,5,75029.52600000001
33,Male,masters degree,healthcare,12,96914.554
33,Male,masters degree,healthcare,6,93622.05600000001
32,Male,masters degree,healthcare,9,89298.528
30,Male,masters degree,healthcare,5,76321.14600000001
31,Male,masters degree,healthcare,5,89356.31100000002
31,Male,masters degree,healthcare,10,85569.82500000001
32,Male,masters degree,healthcare,9,74013.225
28,Male,masters degree,healthcare,7,73874.999
34,Male,masters degree,healthcare,10,105050.62700000002
38,Male,masters degree,healthcare,17,115348.46400000002
40,Male,masters degree,healthcare,10,97532.03900000002
38,Male,masters degree,healthcare,13,78331.088
35,Male,masters degree,healthcare,14,106668.551
38,Male,masters degree,healthcare,13,110580.8
40,Male,masters degree,healthcare,13,79492.41300000002
39,Male,masters degree,healthcare,8,115383.58700000001
39,Male,masters degree,healthcare,8,74566.129
35,Male,masters degree,healthcare,15,104307.379
39,Male,masters degree,healthcare,17,92152.55500000001
37,Male,masters degree,healthcare,20,91421.77
37,Male,masters degree,healthcare,13,94930.671
38,Male,masters degree,healthcare,13,108098.39700000001
34,Male,masters degree,healthcare,12,108174.308
37,Male,masters degree,healthcare,10,85450.86000000002
37,Male,masters degree,healthcare,8,84071.999
36,Male,masters degree,healthcare,9,95454.11700000001
39,Male,masters degree,healthcare,12,112835.47
35,Male,masters degree,healthcare,19,91735.61100000002
36,Male,masters degree,healthcare,17,101525.86400000002
35,Male,masters degree,healthcare,10,83830.67
40,Male,masters degree,healthcare,13,102530.83500000002
34,Male,masters degree,healthcare,15,74588.78900000002
35,Male,masters degree,healthcare,19,80614.083
39,Male,masters degree,healthcare,17,108310.26800000001
40,Male,masters degree,healthcare,13,103598.12100000001
34,Male,masters degree,healthcare,8,110358.732
34,Male,masters degree,healthcare,13,80561.96500000001
35,Male,masters degree,healthcare,9,94116.04400000002
35,Male,masters degree,healthcare,11,72882.49100000001
38,Male,masters degree,healthcare,12,114771.767
37,Male,masters degree,healthcare,15,113283.00500000002
38,Male,masters degree,healthcare,18,76877.44900000001
37,Male,masters degree,healthcare,11,103048.61600000001
38,Male,masters degree,healthcare,9,108822.384
35,Male,masters degree,healthcare,9,104805.899
39,Male,masters degree,healthcare,10,92588.76000000001
37,Male,masters degree,healthcare,9,102920.587
34,Male,masters degree,healthcare,19,109183.81100000002
35,Male,masters degree,healthcare,14,115535.40900000001
38,Male,masters degree,healthcare,16,95959.43500000001
35,Male,masters degree,healthcare,12,104958.854
39,Male,masters degree,healthcare,15,96018.35100000001
35,Male,masters degree,healthcare,20,75046.52100000001
35,Male,masters degree,healthcare,14,88204.05
34,Male,masters degree,healthcare,19,110018.83200000001
39,Male,masters degree,healthcare,12,75880.40900000001
34,Male,masters degree,healthcare,16,103352.26000000001
38,Male,masters degree,healthcare,9,79171.774
37,Male,masters degree,healthcare,14,106019.342
40,Male,masters degree,healthcare,20,83216.584
35,Male,masters degree,healthcare,11,73844.40800000001
40,Male,masters degree,healthcare,11,99113.70700000001
36,Male,masters degree,healthcare,8,83593.87300000002
39,Male,masters degree,healthcare,8,81249.69600000001
37,Male,masters degree,healthcare,18,109728.78400000001
38,Male,masters degree,healthcare,11,91987.137
36,Male,masters degree,healthcare,8,73438.79400000001
37,Male,masters degree,healthcare,10,75651.543
40,Male,masters degree,healthcare,8,80090.637
34,Male,masters degree,healthcare,15,90900.59000000001
36,Male,masters degree,healthcare,13,74510.61200000001
35,Male,masters degree,healthcare,11,76497.89400000001
35,Male,masters degree,healthcare,18,103538.07200000001
37,Male,masters degree,healthcare,18,114787.62900000002
38,Male,masters degree,healthcare,11,102747.23800000001
38,Male,masters degree,healthcare,9,86766.27300000002
36,Male,masters degree,healthcare,15,86727.751
34,Male,masters degree,healthcare,13,97813.02300000002
35,Male,masters degree,healthcare,18,79466.354
35,Male,masters degree,healthcare,15,79295.27100000001
35,Male,masters degree,healthcare,12,80445.266
39,Male,masters degree,healthcare,19,73743.57100000001
34,Male,masters degree,healthcare,10,93373.929
40,Male,masters degree,healthcare,13,81945.35800000001
36,Male,masters degree,healthcare,9,84844.70500000002
40,Male,masters degree,healthcare,15,113252.41400000002
36,Male,masters degree,healthcare,15,82091.51500000001
34,Male,masters degree,healthcare,14,84718.94200000001
38,Male,masters degree,healthcare,17,104394.62000000001
39,Male,masters degree,healthcare,17,80100.834
39,Male,masters degree,healthcare,14,99087.64800000002
36,Male,masters degree,healthcare,11,86603.12100000001
38,Male,masters degree,healthcare,8,75243.66300000002
39,Male,masters degree,healthcare,19,82418.95200000002
39,Male,masters degree,healthcare,20,72642.295
37,Male,masters degree,healthcare,19,106073.72600000001
40,Male,masters degree,healthcare,17,91417.23800000001
36,Male,masters degree,healthcare,9,108515.341
40,Male,masters degree,healthcare,14,79225.02500000001
36,Male,masters degree,healthcare,9,109028.59000000003
37,Male,masters degree,healthcare,8,75656.07500000001
35,Male,masters degree,healthcare,17,92767.774
39,Male,masters degree,healthcare,12,81065.017
36,Male,masters degree,healthcare,11,88437.44800000002
40,Male,masters degree,healthcare,13,100536.755
35,Male,masters degree,healthcare,9,89090.05600000001
37,Male,masters degree,healthcare,20,113041.676
38,Male,masters degree,healthcare,15,82088.11600000001
35,Male,masters degree,healthcare,15,105470.97
34,Male,masters degree,healthcare,9,76400.45600000002
38,Male,masters degree,healthcare,14,74764.40400000001
35,Male,masters degree,healthcare,12,92473.19400000002
37,Male,masters degree,healthcare,12,114128.22300000001
37,Male,masters degree,healthcare,20,95327.221
37,Male,masters degree,healthcare,18,92622.75000000001
36,Male,masters degree,healthcare,18,89769.85600000001
39,Male,masters degree,healthcare,20,98498.48800000001
35,Male,masters degree,healthcare,12,95673.91900000002
37,Male,masters degree,healthcare,15,99506.85800000001
39,Male,masters degree,healthcare,13,81966.88500000001
38,Male,masters degree,healthcare,14,82719.19700000001
40,Male,masters degree,healthcare,16,104710.72700000001
36,Male,masters degree,healthcare,10,86010.562
38,Male,masters degree,healthcare,19,83256.23900000002
34,Male,masters degree,healthcare,20,99379.962
35,Male,masters degree,healthcare,18,83028.50600000001
38,Male,masters degree,healthcare,15,75890.60600000001
35,Male,masters degree,healthcare,17,104556.63900000001
39,Male,masters degree,healthcare,12,90415.66600000001
34,Male,masters degree,healthcare,17,99759.517
39,Male,masters degree,healthcare,12,90496.10900000001
37,Male,masters degree,healthcare,17,89443.55200000001
36,Male,masters degree,healthcare,16,84202.29400000001
39,Male,masters degree,healthcare,13,107928.44700000001
34,Male,masters degree,healthcare,13,112571.48100000001
36,Male,masters degree,healthcare,11,104698.26400000001
37,Male,masters degree,healthcare,14,106202.888
34,Male,masters degree,healthcare,18,92517.38100000001
38,Male,masters degree,healthcare,18,73370.81400000001
40,Male,masters degree,healthcare,18,104339.103
38,Male,masters degree,healthcare,9,85415.73700000001
37,Male,masters degree,healthcare,11,102071.97
40,Male,masters degree,healthcare,16,107228.253
36,Male,masters degree,healthcare,19,86875.041
34,Male,masters degree,healthcare,14,106643.62500000001
40,Male,masters degree,healthcare,19,104043.39000000001
34,Male,masters degree,healthcare,11,91965.61000000002
38,Male,masters degree,healthcare,17,104279.054
38,Male,masters degree,healthcare,9,101400.10100000001
37,Male,masters degree,healthcare,8,105834.66300000002
39,Male,masters degree,healthcare,19,78702.712
36,Male,masters degree,healthcare,11,93646.982
37,Male,masters degree,healthcare,15,102001.724
35,Male,masters degree,healthcare,19,86920.36100000002
38,Male,masters degree,healthcare,14,85030.517
40,Male,masters degree,healthcare,12,107629.33500000002
34,Male,masters degree,healthcare,14,110783.607
35,Male,masters degree,healthcare,12,91106.796
38,Male,masters degree,healthcare,10,95574.21500000001
36,Male,masters degree,healthcare,10,86902.23300000001
40,Male,masters degree,healthcare,9,106077.12500000001
40,Male,masters degree,healthcare,9,75198.34300000001
37,Male,masters degree,healthcare,10,94696.14000000001
37,Male,masters degree,healthcare,14,100378.13500000001
37,Male,masters degree,healthcare,20,108632.04000000002
36,Male,masters degree,healthcare,17,97594.354
35,Male,masters degree,healthcare,12,94428.75200000002
35,Male,masters degree,healthcare,12,105920.77100000001
46,Male,masters degree,healthcare,14,132908.831
46,Male,masters degree,healthcare,21,137045.41400000002
44,Male,masters degree,healthcare,15,97345.09400000001
45,Male,masters degree,healthcare,24,94053.729
46,Male,masters degree,healthcare,15,85876.86800000002
50,Male,masters degree,healthcare,20,128864.02100000001
45,Male,masters degree,healthcare,15,112267.83700000001
43,Male,masters degree,healthcare,17,134979.95500000002
47,Male,masters degree,healthcare,14,81622.45300000001
44,Male,masters degree,healthcare,16,106596.03900000002
44,Male,masters degree,healthcare,25,83333.28300000001
47,Male,masters degree,healthcare,24,104792.303
42,Male,masters degree,healthcare,14,116998.11200000001
47,Male,masters degree,healthcare,22,115386.98600000002
41,Male,masters degree,healthcare,17,117771.95100000002
41,Male,masters degree,healthcare,24,104983.78000000001
46,Male,masters degree,healthcare,15,87099.375
42,Male,masters degree,healthcare,13,124347.883
48,Male,masters degree,healthcare,18,91106.796
47,Male,masters degree,healthcare,22,106801.11200000001
41,Male,masters degree,healthcare,13,107540.96100000002
44,Male,masters degree,healthcare,12,137993.73500000002
49,Male,masters degree,healthcare,24,113133.44900000001
48,Male,masters degree,healthcare,16,106852.09700000001
45,Male,masters degree,healthcare,18,84576.18400000001
42,Male,masters degree,healthcare,25,89503.60100000001
44,Male,masters degree,healthcare,19,91779.79800000001
44,Male,masters degree,healthcare,13,121506.31900000002
43,Male,masters degree,healthcare,17,87691.93400000001
42,Male,masters degree,healthcare,22,100013.30900000001
41,Male,masters degree,healthcare,12,86369.72300000001
42,Male,masters degree,healthcare,16,83069.29400000001
45,Male,masters degree,healthcare,17,118899.28600000002
42,Male,masters degree,healthcare,18,115759.74300000002
49,Male,masters degree,healthcare,19,105092.54800000001
48,Male,masters degree,healthcare,23,117139.73700000001
50,Male,masters degree,healthcare,16,120640.70700000002
49,Male,masters degree,healthcare,13,115309.94200000001
46,Male,masters degree,healthcare,13,140692.541
49,Male,masters degree,healthcare,25,142211.89400000003
45,Male,masters degree,healthcare,23,119566.62300000002
45,Male,masters degree,healthcare,25,114223.395
48,Male,masters degree,healthcare,24,83855.596
46,Male,masters degree,healthcare,15,135631.43000000002
43,Male,masters degree,healthcare,16,138283.783
43,Male,masters degree,healthcare,19,100576.41000000002
48,Male,masters degree,healthcare,23,96597.31400000001
41,Male,masters degree,healthcare,23,110916.16800000002
48,Male,masters degree,healthcare,24,116597.03000000001
41,Male,masters degree,healthcare,18,107588.547
50,Male,masters degree,healthcare,14,119091.89600000001
45,Male,masters degree,healthcare,22,93642.45000000001
41,Male,masters degree,healthcare,25,139040.627
47,Male,masters degree,healthcare,19,135130.64400000003
44,Male,masters degree,healthcare,16,135589.50900000002
48,Male,masters degree,healthcare,13,123090.25300000001
44,Male,masters degree,healthcare,23,94981.65600000002
45,Male,masters degree,healthcare,12,137615.31300000002
41,Male,masters degree,healthcare,14,118877.759
46,Male,masters degree,healthcare,19,134755.621
48,Male,masters degree,healthcare,12,87961.588
44,Male,masters degree,healthcare,19,96038.74500000001
45,Male,masters degree,healthcare,14,88957.49500000001
50,Male,masters degree,healthcare,12,98968.683
49,Male,masters degree,healthcare,22,85260.516
50,Male,masters degree,healthcare,24,108913.024
44,Male,masters degree,healthcare,15,130012.88300000002
48,Male,masters degree,healthcare,12,109787.70000000001
43,Male,masters degree,healthcare,12,97716.71800000001
42,Male,masters degree,healthcare,18,114878.26900000001
46,Male,masters degree,healthcare,19,107923.91500000002
43,Male,masters degree,healthcare,24,83760.424
45,Male,masters degree,healthcare,23,116783.975
50,Male,masters degree,healthcare,20,135077.393
50,Male,masters degree,healthcare,24,120777.8
48,Male,masters degree,healthcare,25,119168.94000000002
47,Male,masters degree,healthcare,20,123339.513
48,Male,masters degree,healthcare,12,121025.92700000001
42,Male,masters degree,healthcare,19,95378.20600000002
46,Male,masters degree,healthcare,24,130824.11100000002
47,Male,masters degree,healthcare,23,86804.795
44,Male,masters degree,healthcare,18,90602.61100000002
43,Male,masters degree,healthcare,22,112306.35900000001
49,Male,masters degree,healthcare,12,135322.121
43,Male,masters degree,healthcare,20,116338.70600000002
45,Male,masters degree,healthcare,23,116865.551
42,Male,masters degree,healthcare,21,104487.52600000001
46,Male,masters degree,healthcare,22,118601.30700000002
50,Male,masters degree,healthcare,25,139658.11200000002
47,Male,masters degree,healthcare,12,107347.21800000001
43,Male,masters degree,healthcare,12,139051.95700000002
48,Male,masters degree,healthcare,18,81963.486
43,Male,masters degree,healthcare,19,84372.24400000002
43,Male,masters degree,healthcare,23,110281.68800000001
45,Male,masters degree,healthcare,14,93730.82400000001
50,Male,masters degree,healthcare,25,137308.27000000002
48,Male,masters degree,healthcare,18,104269.99000000002
49,Male,masters degree,healthcare,15,101155.37300000002
47,Male,masters degree,healthcare,18,106094.12000000001
46,Male,masters degree,healthcare,13,131729.378
44,Male,masters degree,healthcare,14,128375.69800000002
49,Male,masters degree,healthcare,21,130232.68500000001
47,Male,masters degree,healthcare,19,109175.88000000002
47,Male,masters degree,healthcare,12,89700.74300000002
45,Male,masters degree,healthcare,23,98376.12400000001
41,Male,masters degree,healthcare,21,106530.32500000001
42,Male,masters degree,healthcare,21,89401.63100000001
48,Male,masters degree,healthcare,14,99536.316
41,Male,masters degree,healthcare,12,117877.32
49,Male,masters degree,healthcare,23,96682.28900000002
42,Male,masters degree,healthcare,13,112816.20900000002
44,Male,masters degree,healthcare,20,124394.33600000002
50,Male,masters degree,healthcare,23,100532.22300000001
49,Male,masters degree,healthcare,17,116007.87000000001
46,Male,masters degree,healthcare,12,98779.47200000001
45,Male,masters degree,healthcare,23,87298.78300000001
49,Male,masters degree,healthcare,20,141485.641
44,Male,masters degree,healthcare,14,132885.038
43,Male,masters degree,healthcare,24,102564.82500000001
48,Male,masters degree,healthcare,21,132209.77000000002
46,Male,masters degree,healthcare,24,81775.40800000001
41,Male,masters degree,healthcare,21,129670.71700000002
45,Male,masters degree,healthcare,22,127521.41600000001
42,Male,masters degree,healthcare,17,139388.458
48,Male,masters degree,healthcare,22,104814.963
46,Male,masters degree,healthcare,15,113553.79200000002
49,Male,masters degree,healthcare,19,108715.882
42,Male,masters degree,healthcare,19,91081.87000000001
49,Male,masters degree,healthcare,18,94215.74800000002
48,Male,masters degree,healthcare,19,82347.57300000002
48,Male,masters degree,healthcare,18,130931.74600000001
46,Male,masters degree,healthcare,12,103130.19200000001
46,Male,masters degree,healthcare,20,83394.46500000001
48,Male,masters degree,healthcare,12,103783.933
49,Male,masters degree,healthcare,19,142290.07100000003
42,Male,masters degree,healthcare,12,122307.35
47,Male,masters degree,healthcare,16,134446.312
50,Male,masters degree,healthcare,16,101374.04200000002
46,Male,masters degree,healthcare,14,128501.46100000002
46,Male,masters degree,healthcare,16,92834.62100000001
50,Male,masters degree,healthcare,22,137508.81100000002
47,Male,masters degree,healthcare,16,103891.56800000001
42,Male,masters degree,healthcare,18,111978.92200000002
43,Male,masters degree,healthcare,24,99222.475
41,Male,masters degree,healthcare,16,125813.98500000002
45,Male,masters degree,healthcare,25,132955.284
43,Male,masters degree,healthcare,25,123789.31400000001
49,Male,masters degree,healthcare,12,102982.90200000002
46,Male,masters degree,healthcare,15,133875.28000000003
48,Male,masters degree,healthcare,20,125295.07100000001
44,Male,masters degree,healthcare,17,109261.98800000001
43,Male,masters degree,healthcare,25,101533.795
49,Male,masters degree,healthcare,17,107525.099
44,Male,masters degree,healthcare,18,83809.14300000001
45,Male,masters degree,healthcare,23,137792.06100000002
48,Male,masters degree,healthcare,16,133374.494
49,Male,masters degree,healthcare,23,100389.46500000001
50,Male,masters degree,healthcare,23,91145.31800000001
47,Male,masters degree,healthcare,23,125778.86200000001
45,Male,masters degree,healthcare,19,84184.166
44,Male,masters degree,healthcare,24,117112.54500000001
45,Male,masters degree,healthcare,23,139177.72
47,Male,masters degree,healthcare,13,114166.74500000001
43,Male,masters degree,healthcare,21,101843.104
41,Male,masters degree,healthcare,18,122115.87300000002
45,Male,masters degree,healthcare,12,94416.28900000002
41,Male,masters degree,healthcare,12,134069.02300000002
48,Male,masters degree,healthcare,21,107895.59000000001
50,Male,masters degree,healthcare,25,132037.554
48,Male,masters degree,healthcare,12,113698.816
42,Male,masters degree,healthcare,15,94841.16400000002
43,Male,masters degree,healthcare,17,125270.145
50,Male,masters degree,healthcare,18,95948.10500000001
50,Male,masters degree,healthcare,23,141808.546
47,Male,masters degree,healthcare,24,86029.82300000002
42,Male,masters degree,healthcare,24,129429.388
42,Male,masters degree,healthcare,15,93302.55
44,Male,masters degree,healthcare,16,141758.69400000002
41,Male,masters degree,healthcare,22,136040.44300000003
49,Male,masters degree,healthcare,18,123203.553
44,Male,masters degree,healthcare,16,105136.73500000002
50,Male,masters degree,healthcare,21,136391.673
45,Male,masters degree,healthcare,19,81807.132
45,Male,masters degree,healthcare,12,113300.00000000001
45,Male,masters degree,healthcare,13,93767.08000000002
43,Male,masters degree,healthcare,18,101575.716
46,Male,masters degree,healthcare,12,107536.429
50,Male,masters degree,healthcare,19,119352.48600000002
43,Male,masters degree,healthcare,14,111735.32700000002
43,Male,masters degree,healthcare,17,140060.32700000002
49,Male,masters degree,healthcare,18,114763.83600000002
49,Male,masters degree,healthcare,21,85498.44600000001
44,Male,masters degree,healthcare,12,89536.458
44,Male,masters degree,healthcare,23,109573.56300000001
46,Male,masters degree,healthcare,12,113979.8
50,Male,masters degree,healthcare,20,97873.07200000001
50,Male,masters degree,healthcare,23,132506.616
46,Male,masters degree,healthcare,16,102034.58100000002
44,Male,masters degree,healthcare,12,133406.21800000002
45,Male,masters degree,healthcare,15,129062.29600000002
43,Male,masters degree,healthcare,18,141214.85400000002
49,Male,masters degree,healthcare,22,112517.09700000001
45,Male,masters degree,healthcare,20,83217.717
50,Male,masters degree,healthcare,13,95728.303
45,Male,masters degree,healthcare,15,93854.32100000001
41,Male,masters degree,healthcare,12,101870.296
47,Male,masters degree,healthcare,24,114394.478
46,Male,masters degree,healthcare,19,83593.87300000002
46,Male,masters degree,healthcare,16,82287.524
49,Male,masters degree,healthcare,17,131681.79200000002
48,Male,masters degree,healthcare,13,123281.73000000001
41,Male,masters degree,healthcare,15,85276.378
42,Male,masters degree,healthcare,13,84299.732
45,Male,masters degree,healthcare,24,131921.988
47,Male,masters degree,healthcare,21,96908.88900000001
42,Male,masters degree,healthcare,25,137470.28900000002
50,Male,masters degree,healthcare,21,124977.83100000002
46,Male,masters degree,healthcare,14,102585.21900000001
48,Male,masters degree,healthcare,12,110342.87000000001
50,Male,masters degree,healthcare,17,142447.55800000002
49,Male,masters degree,healthcare,16,133477.597
